INVNRS;ONDERWERP
51393;Brandweerkazerne
51394;Almereschool
51395;Hulp
51396;Wibautstraat
51397;Parkeergarages
51398;Wilhelmina
51399;Parkeergarages
51400;Noodschool
51401;L.O.M.
51402;Brug
51403;Jeugdgebouw
51404;Telefooncentrale
51405;G.V.B.
51406;Pedagogische
51407;Brandweerkazerne
51408;Brandweerkazerne
51411;Parkeergarages
51412;Parkeergarages
51413;Parkeergarages
51414;Noodschool
51415;Noodschool
51416;Noodschool
51417;Noodschool
51418;Noodschool
51419;Noodschool
51420;Sportpark
51421;Sportpark
51422;Speelplaats/speeltuin
51423;Wilhelmina
51424;Perceel
51425;Perceel
51426;Perceel
51427;Perceel
51428;Perceel
51429;Perceel
51430;Perceel
51431;Perceel
51432;Perceel
51433;Perceel
51434;Funderingen
51435;Funderingen
51436;Perceel
51437;Perceel
51438;Perceel
51439;Perceel
51440;Bodecentrum
51441;Perceel
51442;Funderingen
51443;Schutting
51444;Perceel
51445;Perceel
51446;Perceel
51447;Perceel
51448;Grondwerk
51449;Grondwerk
51450;Perceel
51451;Grondwerk
51452;Badhuis
51453;Perceel
51454;Centrale
51455;Trap
51456;Perceel
51457;Knekelkelder
51458;Grondwerk
51459;Grondwerk
51460;Pergola
51461;Grondwerk
51462;Grondwerk
51463;Grondwerk
51464;Speelplaats/speeltuin
51465;Speelplaats/speeltuin
51466;Speelplaats/speeltuin
51467;Speelplaats/speeltuin
51468;Speelplaats/speeltuin
51469;Speelplaats/speeltuin
51470;Speelplaats/speeltuin
51471;Speelplaats/speeltuin
51472;Speelplaats/speeltuin
51473;Speelplaats/speeltuin
51474;Speelplaats/speeltuin
51475;Speelplaats/speeltuin
51476;Sportpark
51477;Speelplaats/speeltuin
51478;Speelplaats/speeltuin
51479;Speelplaats/speeltuin
51480;Begraafplaats
51481;Speelplaats/speeltuin
51482;Speelplaats/speeltuin
51483;Speelplaats/speeltuin
51484;Speelplaats/speeltuin
51485;Speelplaats/speeltuin
51486;Speelplaats/speeltuin
51487;Speelplaats/speeltuin
51488;Speelplaats/speeltuin
51489;Speelplaats/speeltuin
51490;Speelplaats/speeltuin
51491;Speelplaats/speeltuin
51492;Speelplaats/speeltuin
51493;Speelplaats/speeltuin
51494;Speelplaats/speeltuin
51495;Speelplaats/speeltuin
51496;Speelplaats/speeltuin
51497;Speelplaats/speeltuin
51498;Speelplaats/speeltuin
51499;Speelplaats/speeltuin
51500;Speelplaats/speeltuin
51501;Speelplaats/speeltuin
51502;Speelplaats/speeltuin
51503;Speelplaatsen
51504;Speelplaats/speeltuin
51505;Speelplaats/speeltuin
51506;Speelplaats/speeltuin
51507;Speelplaats/speeltuin
51508;Speelplaats/speeltuin
51509;Speelplaatsen
51510;Speelplaats/speeltuin
51511;Speelplaats/speeltuin
51512;Typetekeningen
51513;Speelplaats/speeltuin
51514;Speelplaats/speeltuin
51515;Speelplaats/speeltuin
51516;Speelplaats/speeltuin
51517;Speelplaats/speeltuin
51518;Speelplaats/speeltuin
51519;Speelplaats/speeltuin
51520;Speelplaats/speeltuin
51521;Speelplaats/speeltuin
51522;Speelplaats/speeltuin
51523;Speelplaats/speeltuin
51524;Speelplaats/speeltuin
51525;Speelplaats/speeltuin
51526;Speelplaats/speeltuin
51527;Speelplaats/speeltuin
51528;Speelplaats/speeltuin
51529;Oevervoorziening
51530;Oevervoorziening
51531;Oevervoorziening
51532;Grondwerk
51533;Perceel
51534;Oevervoorziening
51535;Grondwerk
51536;Grondwerk
51537;Perceel
51538;Grondwerk
51539;Grondwerk
51540;Grondwerk
51541;Grondwerk
51542;Perceel
51543;Oevervoorziening
51544;Grondwerk
51545;Grondwerk
51546;Grondwerk
51547;Grondwerk
51548;Grondwerk
51549;Grondwerk
51550;Grondwerk
51551;Grondwerk
51552;Perceel
51553;Perceel
51554;Perceel
51555;Perceel
51556;Perceel
51557;Perceel
51558;Perceel
51559;Grondwerk
51560;Grondwerk
51561;Grondwerk
51562;Pompinstallatie
51563;Grondwerk
51564;Ontlastingsjukken
51565;Grondwerk
51566;Grondwerk
51567;Perceel
51568;Perceel
51569;Grondwerk
51570;Grondwerk
51571;Perceel
51572;Perceel
51573;Perceel
51574;Perceel
51575;Grondwerk
51576;Speelplaats/speeltuin
51577;Speelplaats/speeltuin
51578;Speelplaatsen
51579;Speelplaats/speeltuin
51580;Speelplaats/speeltuin
51581;Speelplaats/speeltuin
51582;Speelplaats/speeltuin
51583;Speelplaats/speeltuin
51584;Speelplaats/speeltuin
51585;Speelplaats/speeltuin
51586;Speelplaatsen
51587;Speelplaats/speeltuin
51588;Speelplaats/speeltuin
51589;Speelplaats/speeltuin
51590;Speelplaats/speeltuin
51591;Speelplaats/speeltuin
51592;Speelplaats/speeltuin
51593;Speelplaats/speeltuin
51594;Speelplaats/speeltuin
51595;Speelplaats/speeltuin
51596;Speelplaats/speeltuin
51597;Speelplaats/speeltuin
51598;Speelplaats/speeltuin
51599;Speelplaats/speeltuin
51600;Speelplaats/speeltuin
51601;Speelplaats/speeltuin
51602;Sportterrein
51603;Speelplaats/speeltuin
51604;Speelplaats/speeltuin
51605;Speelplaats/speeltuin
51606;Speelplaats/speeltuin
51607;Speelplaats/speeltuin
51608;Zitgelegenheid
51609;Groenvoorziening
51610;Grondwerk
51611;Afad
51612;Speelplaats/speeltuin
51613;Speelplaats/speeltuin
51614;Speelplaats/speeltuin
51615;Speelplaats/speeltuin
51616;Grondwerk
51617;Speelplaats/speeltuin
51618;Speelplaats/speeltuin
51619;Speelplaats/speeltuin
51620;Speelplaats/speeltuin
51621;Speelplaats/speeltuin
51622;Speelplaats/speeltuin
51623;Speelplaats/speeltuin
51624;Grondwerk
51625;Grondwerk
51626;Speelplaats/speeltuin
51627;Speelplaats/speeltuin
51628;Grondwerk
51629;Speelplaats/speeltuin
51630;Speelplaats/speeltuin
51631;Speelplaats/speeltuin
51632;Speelplaats/speeltuin
51633;Speelplaats/speeltuin
51634;Speelplaats/speeltuin
51635;Speelplaats/speeltuin
51636;Steigers
51637;Loopsteigers
51638;Walmur
51639;Baggeren
51640;Walmuur
51641;Houthaven
51642;Drainering
51643;Situatie
51644;Wegomlegging
51645;Loods
51646;Grondonderzoek
51647;Zandpalenplan
51648;Westloods
51649;Kademuur
51650;Floriade
51651;Riolering
51652;Grondwerk
51653;Spoorverbinding
51654;Brug
51655;Voetbalketen
51656;Sociale
51657;Sociale
51658;Sociale
51664;Sociale
51675;Sociale
51678;Sociale
51691;Sociale
51693;Sociale
51694;Damwand
51695;Handelsentrepot
51696;Steiger
51697;Steigers
51698;Walmuren
51699;Walmuur
51700;Westloods
51707;Westloods
51709;Walmuren
51710;Walmuren
51711;Brug
51712;Kademuur
51713;Situatie
51714;Graanoverslagbedrijf
51715;Loodsen
51716;Steiger
51717;Grondwerk
51718;Grondwerk
51720;Grondwerk
51721;Grondwerk
51723;Damwand
51724;Damwand
51725;Tramremise
51726;Tramremise
51727;Ontvang-En
51728;Centrale
51729;Centrale
51730;Centrale
51731;Artis
51732;Sporthal
51733;Typetekeningen
51734;Typetekeningen
51735;Typetekeningen
51736;Typetekeningen
51737;Metro
51738;Pieter
51739;Poldergemaal
51740;Gymnastiekgebouw
51741;Binnengasthuis
51742;Jeugdgebouw
51743;Wilhelmina
51744;Ambulancepost
51745;Sint
51746;Sociale
51747;Centrale
51748;Universiteit
51749;Vrijetijdscentrum
51751;Fenders
51752;Loods
51753;Walmuur
51754;Brug
51755;Wibauthuis
51756;Wibauthuis
51757;Onderstation
51758;Hoofdkantoor
51759;Artis
51760;Schutsluis.
51761;Noodschool
51762;Noodschool
51763;Bureau
51764;Pompstation-Werkplaats
51765;Sloterparkpad
51766;Aardgasverdeelstation
51767;Tyltylschool
51768;Roeihome
51769;Bijkantoor
51770;Onderstation
51771;L.O.M.
51772;Kweekschool
51773;Sporthal
51774;Brandweerkazerne
51775;Universiteitsgebouw
51776;Gebouw
51777;Telefooncentrale
51778;Storthuis
51779;Wilhelmina
51780;Begraafplaats
51781;Scholen
51782;Dependance
51783;Binnen
51784;Telefooncentrale
51785;Beursgebouw
51786;Weesperpleinziekenhuis
51787;Wilhelmina
51788;Centrale
51789;Hoofdregelstation
51790;Hoofdregelstation
51791;Sporthal
51792;Schutsluis.
51793;Onderstation
51794;Storthuis
51795;Gemeentelijke
51796;Baggerwerk-Peilingen
51798;Glooiing
51799;Flevohuis
51800;Centrale
51801;Centrale
51802;Centrale
51803;Wilhelmina
51804;Vrijetijdscentrum
51805;School
51806;Brug
51807;Brug
51808;Brug
51809;Brug
51810;Brug
51811;Brug
51812;Brug
51813;Brug
51814;Brug
51815;Brug
51816;Brug
51817;Brug
51818;Brug
51819;Brug
51820;Brug
51821;Brug
51822;Brug
51823;Artis
51824;Artis
51825;Artis
51835;Artis
51839;Artis
51841;Artis
51847;Artis
51848;Artis
51849;Artis
51850;Artis
51851;Artis
51852;Artis
51853;Artis
51854;Artis
51855;Artis
51856;Artis
51857;Artis
51858;Artis
51859;Artis
51860;Perceel
51861;Sloterparkbad
51862;Sporthal
51863;Wilhelmina
51864;Perceel
51865;Gemeentelijke
51866;G.V.B.
51867;Ambulancepost
51868;Stedelijk
51869;Noodschool
51870;L.O.M.
51871;Bloembakken
51872;Perceel
51873;Perceel
51874;Perceel
51875;Perceel
51876;Perceel
51877;Perceel
51878;Sleutelplaats
51879;Parkeerterrein
51880;Winkelpleintje
51881;Speelplaats/speeltuin
51882;Perceel
51883;Grondwerk
51884;Perceel
51885;Perceel
51886;Grondwerk
51887;Perceel
51888;Keerwand
51889;Perceel
51890;Perceel
51891;Perceel
51892;Speelplaats/speeltuin
51893;Speelplaats/speeltuin
51894;Speelplaats/speeltuin
51895;Speelplaats/speeltuin
51896;Speelplaats/speeltuin
51897;Speelplaats/speeltuin
51898;Speelplaats/speeltuin
51899;Speelplaats/speeltuin
51900;Speelplaats/speeltuin
51901;Speelplaats/speeltuin
51902;Speelplaats/speeltuin
51903;Pleintje
51904;Speelplaats/speeltuin
51905;Speelterrein
51906;Afrastering
51907;Grondwerk
51908;Grondwerk
51909;Trap
51910;Grondwerk
51911;Grondwerk
51912;Begraafplaats
51913;Begraafplaats
51914;Begraafplaats
51915;Begraafplaats
51916;Begraafplaats
51917;Begraafplaats
51918;Begraafplaats
51919;Begraafplaats
51920;Begraafplaats
51921;Begraafplaats
51922;Begraafplaats
51923;Begraafplaats
51924;Begraafplaats
51925;Begraafplaats
51926;Begraafplaats
51927;Begraafplaats
51928;Begraafplaats
51929;Begraafplaats
51930;Keerwand
51931;Perceel
51932;Perceel
51933;Perceel
51934;Amstelpark
51935;Grondwerk
51936;Amstelpark
51937;Vijver
51938;Oevervoorziening
51939;Grondwerk
51940;Grondwerk
51941;Grondwerk
51942;Parkwachters-
51943;Grondwerk
51944;Grondwerk
51945;Grondkering
51946;Trap
51947;Trap
51948;Sportpark
51951;Brug
51952;Universitelt
51953;Brandweerkazerne
51954;Z.M.O.K.
51955;IJ-Tunnelkazerne
51956;Telefooncentrale
51957;Aimereschool
51958;Sloterparkbad
51959;Stadhuis
51960;Weesperpleinziekenhuis
51961;Parkeergarages
51962;Parkeergarages
51963;Zandaanvulling
51965;Parkeergarages
51966;Parkeergarages
51967;Parkeergarages
51971;Pedagogische
51972;H.V.O.
51973;Universiteit
51974;Brug
51975;Brug
51976;Perceel
51977;Perceel
51978;Perceel
51979;Perceel
51980;Perceel
51981;Perceel
51982;Perceel
51983;Perceel
51984;Perceel
51985;Perceel
51986;Perceel
51987;Perceel
51988;Perceel
51989;Perceel
51990;Perceel
51991;Perceel
51992;Percel
51993;Perceel
51994;Perceel
51995;Perceel
51996;Perceel
51997;Perceel
51998;Perceel
51999;Perceel
52000;Perceel
52001;Perceel
52002;Perceel
52003;Perceel
52004;Perceel
52005;Perceel
52006;Perceel
52007;Perceel
52008;Perceel
52009;Perceel
52010;Perceel
52011;Perceel
52012;Perceel
52013;Perceel
52014;Perceel
52015;Perceel
52016;Perceel
52017;Perceel
52018;Perceel
52019;Perceel
52020;Perceel
52021;Perceel
52022;Perceel
52023;Perceel
52024;Perceel
52025;Perceel
52026;Perceel
52027;Perceel
52028;Perceel
52030;Perceel
52031;Perceel
52032;Perceel
52033;Perceel
52034;Perceel
52035;Perceel
52036;Perceel
52037;Tyoetekeningen
52038;Blankenburg
52039;Wilhelmina
52040;Wilhelmina
52041;Wilhelmina
52042;Wilhelmina
52043;Wilhelmina
52044;Wilhelmina
52045;Wilhelmina
52046;Anna's
52047;Universiteit
52051;Pedagogische
52052;Brandweerkazerne
52053;Natuurkundig
52054;Stedelijk
52055;Keermuur
52061;Keermuur
52076;Keermuur
52083;Keermuur
52089;Keermuur
52103;Keermuur
52115;Tramremise
52116;Oevervoorziening
52117;Oevervoorziening
52118;Perceel
52119;Volkstuincomplex
52120;Grondkering
52121;Oevervoorziening
52122;Perceel
52123;Koptalud
52124;Straatmeubilair
52125;Grondwerk
52126;Steiger
52127;Steiger
52128;Oevervoorziening
52129;Koptalud
52130;Oevervoorziening
52131;Steiger
52132;Koptalud
52133;Oevervoorziening
52134;Oevervoorziening
52135;Straatmeubilair
52136;Straatmeubilair
52137;Koptalud
52138;Grondkering
52139;Grondkering
52140;Grondwerk
52141;Grondwerk
52142;Grondwerk
52143;Perceel
52144;Rijwielstandaards
52145;Grondwerk
52146;Grondwerk
52147;Grondwerk
52148;Sportpark
52149;Grondwerk
52150;Typetekeningen
52151;Pomp
52152;Grondwerk
52153;Grondwerk
52154;Meetpunten
52155;Grondwerk
52156;Grondwerk
52157;Grondwerk
52158;Lorriebruggen
52159;Lorriebruggen
52160;Lorriebruggen
52161;Lorriebruggen
52162;Hellingbanen
52163;Hellingbanen
52164;Hellingbanen
52165;Sloterparkbad
52166;Kantoor
52167;Artis
52168;Dienstgebouw
52169;Winklerschool
52170;Centrale
52171;Sloterparkbad
52172;Universiteit
52173;Centrale
52174;L.O.M.School
52175;Gebouw
52176;Gebouw
52177;Paviljoen
52178;Stadhuis
52179;Zwembad
52180;Winkel
52181;Begraafplaats
52182;Begraafplaats
52183;Wibauthuis
52184;Typetekeningen
52185;Wilhelmina
52186;7e
52187;Z.M.O.K.
52188;Zittingslokaal
52189;Koopmansneurs
52190;Zittingslokaal
52191;Wilhelmina
52192;Brandweerkazerne
52193;Genetisch
52194;Nieuwe
52195;Zusterhuis
52196;Nieuwe
52197;Reklamezuil
52198;Binnengasthuis
52199;Universiteit
52200;Zittingslokaal
52201;Gebouw
52202;Wilhelmina
52203;Weesperpleinziekenhuis
52204;Hoofdkantoor
52205;Gebouw
52206;Koopmansneurs
52207;Rioolwaterzuiveringsinrichting
52208;Artis
52209;Ons
52210;Beatkelder
52211;Centrale
52212;Artis
52213;Linnaeusschool
52214;Sloterparkbad
52215;Militiezaal
52216;Geert
52217;Hoofdkantoor
52218;Zittingslokaal
52219;8e
52220;Gem.Girokantoor
52221;Gem.Girokantoor
52222;Gem.Girokantoor
52223;Gem.Girokantoor
52224;Gem.Girokantoor
52225;Gem.Girokantoor
52226;Gem.Girokantoor
52227;Gem.Girokantoor
52228;Gem.Girokantoor
52229;Stadhuis
52230;G.G.G.D.
52231;Stadhuis
52232;Stadhuis
52233;Stadhuis
52234;Ambtswoning
52235;Frankendael
52236;Stadsdrukkerij
52237;Wilhelmins
52238;Stadhuis
52239;Gem.Girokantoor
52240;Hoofdkantoor
52241;Bejaardencentrum
52242;Openbare
52243;G.G.G.D.
52244;Hoofdkantoor
52245;Hoofdkantoor
52246;Gebouw
52247;Wilhelmina
52248;Bejaardencentrum
52249;Almereschool
52250;Busken
52251;Universiteit
52252;Bureau
52253;Perceel
52254;V.M.
52255;Perceel
52256;Perceel
52257;Perceel
52258;Perceel
52259;Perceel
52260;Perceel
52261;Perceel
52262;Perceel
52263;Perceel
52264;Perceel
52265;Perceel
52266;Perceel
52267;Perceel
52268;Perceel
52269;Perceel
52270;Perceel
52271;Perceel
52272;Perceel
52273;Perceel
52274;Perceel
52275;Grondwerk
52276;Bastion
52277;Begraafplaats
52278;Pedagogische
52279;Speeltafels
52280;Speelplaats/speeltuin
52281;Speelplaats/speeltuin
52282;Perceel
52283;Perceel
52284;Speelvijver
52285;Speelvijver
52286;Speelplaats/speeltuin
52287;Speelplaats/speeltuin
52288;Speelplaats/speeltuin
52289;Speelplaats/speeltuin
52290;Begraafplaats
52291;Begraafplaats
52292;Zitbanken
52293;Typetekeningen
52294;Typetekeningen
52295;Westertoren
52296;Munttoren
52297;Oudekerk
52298;Zuiderkerk
52299;Typetekening
52300;Typetekening
52301;Typetekening
52302;Typetekening
52303;Typetekening
52304;Typetekening
52305;Typetekening
52306;Typetekening
52307;Typetekening
52308;Typetekening
52309;Typetekeningen
52310;Basketbalveld
52311;Typetekening
52312;Typetekening
52313;Typetekening
52314;Typetekeningen
52315;Typetekeningen
52316;Typetekeningen
52317;Typetekeningen
52318;Typetekening
52319;Typetekening
52320;Typetekening
52321;Typetekening
52322;Typetekening
52323;Typetekening
52324;Typetekening
52325;Typetekeningen
52326;Perceel
52327;Perceel
52328;Perceel
52329;Perceel
52330;Perceel
52331;Perceel
52332;Perceel
52333;V.M.
52334;Hulp
52335;School
52336;Bouw
52337;Schutsluis.
52338;Oosterkerk
52339;Westerkerk
52340;Zuiderkerk
52341;Werf
52342;Kerk
52343;Kerk
52344;Kerk
52345;Monument
52346;Paviljoen
52347;Stadsschouwburg
52348;Stichting
52349;Ziekenhuis
52350;Oudekerkstoren
52351;School
52352;Typetekening
52353;Typetekening
52354;School
52355;School
52356;School
52357;School
52358;Revalidatiecentrum
52359;Verenigingsgebouw
52360;Het
52361;Hek
52362;Kerk
52363;Reklamekasten
52364;Regietoren
52365;Bomenstandaards
52366;Kerk
52367;Kerk
52368;Scholencomplex
52369;Aanplakbord
52370;Leidingputten
52371;Speelplaats/speeltuin
52372;Zuiderkerk
52373;School
52374;Zuiderkerk
52375;Stedelijk
52376;Speelplaats/speeltuin
52377;Sportterrein
52378;Internaat
52379;School
52380;Perceel
52381;Perceel
52382;Perceel
52383;O.G.G.W.
52384;O.G.G.W.
52385;O.G.G.W.
52386;O.G.G.W.
52387;O.G.G.W.
52388;O.G.G.W.
52389;O.G.G.W.
52390;O.G.G.W.
52391;O.G.G.W.
52392;O.G.G.W.
52393;O.G.G.W.
52394;O.G.G.W.
52395;O.G.G.W.
52396;O.G.G.W.
52397;O.G.G.W.
52398;O.G.G.W.
52399;Blindenbibliotheek
52400;Typetekeningen
52401;School
52402;School
52403;School
52404;Sporthal
52405;School
52406;School
52407;School
52408;School
52409;School
52410;School
52411;School
52412;School
52413;School
52414;School
52415;Scholen
52416;School
52417;School
52418;School
52419;School
52420;Typetekening
52421;School
52422;Westerkerk
52423;School
52424;School
52425;O.G.G.W.
52426;Typetekeningen
52427;Willemspoort
52428;Montelbaanstoren
52429;Westerkerk
52430;Oude
52431;Beursgebouw
52432;Hoofdkantoor
52433;Gemeentelijke
52434;Gemeentelijke
52435;Gemeentelijke
52436;Gemeentelijke
52437;Gemeentelijke
52438;Gemeentelijke
52439;Sporthal
52440;Parkeergarage
52441;Binnengasthuis
52442;Noodscholen
52443;Noodscholen
52444;Noodscholen
52445;Wilhelmina
52446;Noodscholen
52447;Noodschool
52448;Schoolwerktuinen
52449;Wibauthuis
52450;School
52451;School
52452;Hoofdbureau
52453;Hoofdbureau
52454;Trap
52455;Perceel
52456;Washuis
52457;Perceel
52458;School
52459;Theaterschool
52460;V.M.
52461;School
52462;School
52463;Verpleeginrichting
52464;School
52465;School
52466;Blindenbibliotheek
52467;Blindenbibliotheek
52468;Blindenbibliotheek
52469;Openbare
52470;Sociale
52471;A.G.W.O.
52472;Bureau
52473;Rusland
52474;School
52475;School
52476;School
52477;Perceel
52478;School
52479;Oudekerk
52480;School
52481;School
52482;Schiphol
52483;Zittinglokaal
52484;Speelplaats/speeltuin
52485;Bestrating
52486;Bestrating
52487;Bestrating
52488;Bestrating
52489;Bestrating
52490;Bestrating
52491;Bestrating
52492;Bestrating
52493;Bestrating
52494;Bestrating
52495;Bestrating
52496;Bestrating
52497;Bestrating
52498;Perceel
52499;Perceel
52500;Grondwerk
52501;Voetbrug
52502;Voetbrug
52503;Walmuur
52504;Walmuur
52505;Perceel
52520;Perceel
52523;Binnen
52524;Telefooncentrale
52525;Stadsschouwburg
52526;School
52527;Wilhelmina
52528;Jeugdhotel
52529;Artis
52530;Centrale
52531;Commandopoet
52532;Trapmuur
52533;Perceel
52534;Perceel
52535;Perceel
52536;Steiger
52537;Brug
52538;Brug
52539;Brug
52540;Brug
52541;Brug
52542;Brug
52543;Brug173
52544;Brug
52545;Brug
52546;Grondwerk
52547;Walmuur
52548;Oevervoorziening
52549;Sloterparkbad
52550;Walmuur
52551;Houthaven
52552;Grondwerk
52553;Grondwerk
52554;Typetekening
52555;Wachthuisje
52556;Bestrating
52557;Havencentrale
52558;Dienstgebouw
52559;Loodsen
52560;Loodsen
52561;Meerpaal
52562;Loods
52563;Loods
52564;Bestrating
52565;Houthaven
52566;Bestrating
52567;Kraanrail
52568;Kraanrailopsluiting
52569;Fenderconstructie
52570;Ligplaats
52571;Steiger
52572;Damwand
52573;Bolders
52574;Stadhuis
52575;Stadhuis
52576;Stadhuis
52577;Wilhelmina
52578;Kerk
52579;Perceel
52580;Paviljoen
52581;Stadhuis
52582;Stadhuis
52583;Stadhuis
52584;G.G.
52585;G.G.
52586;G.G.
52587;G.G.
52588;G.G.
52589;G.G.
52590;Stadhuis
52591;Brug
52592;Brug
52593;Brug
52594;Brug
52595;Brug
52596;Brug
52597;Brug
52598;Brug
52599;Brug
52600;Brug
52601;Brug
52602;Brug
52603;Brug
52604;Brug
52605;Brug
52606;Brug
52607;Brug
52608;Brug
52609;Brug
52610;Brug
52611;Brug
52612;Brug
52613;Brug
52614;Brug
52615;Brug
52616;Brug
52617;Brug
52618;Brug
52619;Brug
52620;Brug
52621;Brug
52622;Brug
52623;Brug
52624;Brug
52625;Brug
52626;Ned.
52627;Stedelijk
52628;Speelplaats/speeltuin
52629;Zwembad
52630;Zwembad
52631;Stadhuis
52632;Stadhuis
52633;Stadhuis
52634;Stadhuis
52635;Stadhuis
52636;Wilhelmina
52637;Roeihome
52638;Typetekening
52639;School
52640;Hoofdkantoor
52641;Wilhelmina
52642;Wilhelmina
52643;Telefooncentrale
52644;Sloterparkbad
52645;Vuilstorthuis
52646;Universiteit
52647;Typetekening
52648;Gelijkrichterstation
52649;Flevohuis
52650;Autotunnel
52651;Grondwerk
52652;Walmuur
52653;Grondwerk
52654;Parkeergarages
52655;Parkeergarages
52656;Parkeergarages
52668;Parkeergarages
52670;G.V.B.
52671;Perceel
52672;Perceel
52673;Perceel
52674;Perceel
52675;Perceel
52676;Perceel
52677;Perceel
52678;Grondwerken
52679;Flevoparkbad
52680;G.V.B.
52681;Bestrating
52682;School
52683;Artis
52686;Amsterdams
52687;Amsterdams
52688;Amsterdams
52689;Amsterdams
52690;Amsterdams
52691;Amsterdams
52692;Amsterdams
52693;Parkeergarage
52694;Tuinderlj
52695;Herhuisvesting
52696;Artis
52697;Stadsreininging
52698;School
52699;Badhuis
52700;Beplanting
52701;Beplanting
52702;Beplanting
52703;Beplanting
52704;Beplanting
52705;Beplanting
52706;Beplanting
52707;Beplanting
52708;Beplanting
52709;Beplanting
52710;Beplanting
52711;Beplanting
52712;Beplanting
52713;Beplanting
52714;Beplanting
52715;Beplanting
52716;Beplanting
52717;Beplanting
52718;Beplanting
52719;Wijkcentrum
52720;Artis
52721;Brug
52722;Brug
52723;Brug
52724;Brug
52725;Brug
52726;Brug
52727;Brug
52728;Brug
52729;Brug
52730;Brug
52731;Brug
52732;Brug
52733;Brug
52734;Brug
52735;G.V.B.
52736;Brug
52737;Brug
52738;Brug
52739;Brug
52745;Oevervoorziening
52748;Volkstuincomplex
52749;Grondwerk
52750;Grondwerk
52751;Grondwerk
52752;Perceel
52753;Perceel
52754;Perceel
52755;Perceel
52756;Grondwerk
52757;Grondwerk
52758;Telefooncentrale
52759;Telefooncentrale
52760;Parkeergarages
52761;Parkeergarages
52762;Gebouw
52763;Perceel
52764;Perceel
52765;Telefooncentrale
52766;Funderingsrestanten
52767;Perceel
52768;Grondwerk
52769;Grondwerk
52770;G.V.B.
52771;Roeihome
52772;Telefooncentrale
52773;Centrale
52774;Centrale
52775;Centrale
52776;Centrale
52777;Centrale
52778;Centrale
52779;Jeugdhotel
52786;Beplanting
52787;Beplanting
52788;Beplanting
52789;Beplanting
52790;Beplanting
52791;Beplanting
52792;Beplanting
52793;Onderstation
52794;Speelplaats/speeltuin
52795;Speelplaats/speeltuin
52796;Speelplaats/speeltuin
52797;Speelplaats/speeltuin
52798;Grondwerk
52799;Speelplaats/speeltuin
52800;Speelplaats/speeltuin
52801;Speelplaats/speeltuin
52802;Speelplaats/speeltuin
52803;Speelplaats/speeltuin
52804;Speelplaats/speeltuin
52805;Bestrating
52806;Paaltjes
52807;Hekwerk
52808;Speelplaats/speeltuin
52809;Sierward
52810;Stadsdrukkerij
52813;Zittinglokaal
52818;Zittinglokaal
52821;Stadsdrukkerij
52822;Gemeentelijke
52823;Sociale
52824;Gemeente
52825;Museum
52826;Museum
52827;Wilhelmina
52828;Wilhelmina
52829;Koopmansbeurs
52830;Wilhelmina
52831;Wilhelmina
52832;Wilhelmina
52833;Wilhelmina
52834;Wilhelmina
52835;Beplanting
52836;Beplanting
52837;Beplanting
52838;Beplanting
52839;Beplanting
52840;Beplanting
52841;Beplanting
52842;Beplanting
52843;Beplanting
52844;Beplanting
52845;Beplanting
52846;Wilhelmina
52847;Stadsschouwburg
52848;Stadsschouwburg
52849;Speelplaats/speeltuin
52850;Sporthal
52851;Vervoerscentrum
52852;Genetisch
52853;Aardgasontvangstation
52854;Genetisch
52855;Genetisch
52857;Genetisch
52865;Wilhelmina
52866;Propaedeutisch
52867;Telefooncentrale
52868;Binnengasthuis
52869;Wilhelmina
52870;Wilhelmina
52871;Artis
52872;Gemeentelijke
52873;Gemeentelijke
52874;Tramremise
52875;Speelplaats/speeltuin
52876;Speelplaats/speeltuin
52877;Speelplaats/speeltuin
52878;Speelplaats/speeltuin
52879;Speelplaats/speeltuin
52880;Speelplaats/speeltuin
52881;Schutsluis.
52882;3e
52889;Beplanting
52890;Beplanting
52891;Beplanting
52892;Beplanting
52893;Bestrating
52894;Bestrating
52895;Hekwerken
52896;Bestrating
52897;Speelplaats/speeltuin
52898;Speelplaats/speeltuin
52899;Speelplaats/speeltuin
52900;Urinoir
52901;Principetekening
52902;Urinoir
52903;Typetekening
52904;Bosbaanrestaurant
52905;Consumptiehuisje
52906;Verswaterbak
52907;Sint
52908;Urinoir
52909;Brug
52910;Brug
52911;Brug
52912;Brug
52913;Brug
52914;Aanloopcentrum
52915;Aanloopcentrum
52916;Aanloopcentrum
52917;Aanloopcentrum
52918;Aanloopcentrum
52919;Aanloopcentrum
52920;Aanloopcentrum
52921;Aanloopcentrum
52922;Aanloopcentrum
52923;Aanloopcentrum
52924;Aanloopcentrum
52925;Aanloopcentrum
52926;Ziekenhuizen
52927;Begraafplaats
52928;Rooms-Katholieke
52929;Zwembaden
52930;Beschermde
52931;Monumenten
52932;Parkeergarages
52933;Parkeergarages
52934;Parkeergarages
52935;Parkeergarages
52936;Parkeergarages
52937;Parkeergarages
52938;Gasregelruimte
52939;Gasregelruimte
52940;Gasregelruimte
52941;Gasregelruimte
52942;Gasregelruimte
52943;Gasregelruimte
52944;Gasregelruimte
52945;Gasregelruimte
52946;Gasregelruimte
52947;Gasregelruimte
52948;Gasregelruimte
52949;Gasregelruimte
52950;Gasregelruimte
52951;Gasregelruimte
52952;Gasregelruimte
52953;Gasregelruimte
52954;Gasregelruimte
